intensity	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)	F5(Hz)
0.00000001	1041.7	2212.5	2908.9	4006.7	--undefined--
0.00000001	971.2	1966.6	2980.8	4036.3	--undefined--
0.00000001	1073.3	2040.6	3032.5	3934.8	--undefined--
0.00000001	976.2	2049.8	3336.6	4036.0	--undefined--
0.00000001	937.8	2037.8	3028.8	4098.6	--undefined--
0.000000009	839.6	1976.8	2984.8	4236.0	--undefined--
0.000000008	1164.6	2209.7	2690.0	4022.1	--undefined--
0.000000007	1280.1	1654.0	2796.3	3985.7	--undefined--
0.000000007	1004.4	2132.3	2815.3	4020.4	--undefined--
0.000000006	1155.6	2118.8	3022.1	3982.4	--undefined--
0.000000005	1344.2	2168.1	2862.1	3850.9	--undefined--
0.000000004	905.9	1974.0	2871.4	4446.3	--undefined--
0.000000004	1007.2	1899.9	2935.7	4304.9	--undefined--
0.000001	1146.6	2119.1	3135.4	--undefined--	--undefined--
0.000001	936.9	2094.2	2453.5	3560.2	--undefined--
0.000002	989.4	1904.0	2779.9	4104.3	--undefined--
0.000002	368.2	1686.2	2787.6	3998.8	5185.8
0.000002	749.1	2093.4	2938.0	4992.2	--undefined--
0.000006	888.1	1969.3	3083.1	4889.8	--undefined--
0.000006	816.9	1857.3	2939.2	5008.9	--undefined--
0.00001	1654.1	2630.7	2712.1	4867.4	--undefined--
0.00001	1095.8	2085.6	2951.5	4864.4	--undefined--
0.00003	942.6	2399.6	3250.7	4894.5	--undefined--
0.00009	1044.0	2403.2	3871.9	4603.1	--undefined--
0.0004	929.1	2553.1	3013.6	3995.0	--undefined--
0.009	378.9	2524.0	2797.3	3895.4	--undefined--
0.028	385.7	2018.3	2685.1	3618.4	4712.0
0.028	363.7	2095.4	2616.7	3589.7	4772.0
0.076	345.8	2659.0	2771.2	3849.1	4714.8
0.557	393.9	2626.8	3552.1	3987.3	4972.3
0.890	735.2	2737.0	3888.6	4271.8	5084.6
0.585	614.5	2799.8	3756.7	4462.1	5089.1
1.210	667.6	2798.9	4034.6	4733.6	4945.4
1.966	737.1	3178.3	3531.4	4692.2	4999.0
1.722	563.3	2648.2	3976.0	4579.7	5071.0
0.422	499.3	2737.8	4041.1	4740.3	--undefined--
0.006	546.2	2835.2	4201.6	4881.0	--undefined--
0.361	752.9	2606.5	3040.3	4374.6	4655.3
0.119	747.2	2725.7	2775.4	3671.4	4843.8
0.019	517.0	1241.3	2466.1	3889.9	4912.2
0.028	417.6	1776.6	2510.2	3835.9	4815.7
0.027	637.5	2471.6	4039.2	4855.4	--undefined--
0.021	565.5	1166.9	2352.4	3977.4	4776.4
0.019	542.8	1275.8	2378.6	3938.9	4818.8
0.019	517.6	1301.8	2278.4	4140.0	4826.6
0.012	614.7	1136.9	2342.3	3971.1	4802.4
0.015	695.4	737.7	2374.8	4013.3	4897.0
0.012	656.5	848.8	2429.8	4053.9	4816.9
0.013	521.2	1109.7	2580.4	3904.6	4892.9
0.013	757.8	2637.1	4107.2	4799.9	--undefined--
0.006	927.1	2534.6	3999.6	4460.7	--undefined--
0.012	310.5	1698.9	2569.0	3939.8	4693.7
0.012	677.5	2523.0	3920.6	4629.8	--undefined--
0.002	157.9	894.4	2524.7	4587.8	4779.2
0.004	350.0	1443.0	2541.8	4301.5	4818.4
0.004	348.2	556.9	2424.9	3602.6	4859.0
0.009	392.0	1796.0	2477.8	3917.8	4991.7
0.017	427.6	1995.2	2536.3	4120.2	5081.4
0.035	387.3	2083.2	2633.6	3944.2	5019.3
0.035	816.1	2554.0	3105.3	4219.1	--undefined--
0.037	365.7	2324.2	2954.7	4140.5	4803.8
0.129	403.8	2650.9	2877.9	4026.3	4422.8
0.083	724.5	2677.8	2986.2	4097.2	4421.4
0.082	587.2	2667.7	3059.1	4070.8	4408.8
0.075	890.0	2781.1	3061.1	4259.3	4818.7
0.013	806.6	2554.5	3124.2	4251.7	--undefined--
0.010	845.5	2517.8	3097.6	4141.6	--undefined--
0.007	850.5	2489.7	2740.4	3900.5	5025.8
0.011	1023.8	1824.5	2620.6	4015.4	4869.1
0.001	712.9	2135.8	2808.5	4026.9	4718.5
0.0007	565.8	1609.2	2706.6	3864.8	4991.2
0.00004	898.5	2127.2	3142.5	4150.5	--undefined--
0.00001	1090.0	2011.7	2864.8	4113.3	--undefined--
0.000005	555.7	1424.4	2693.7	3710.5	--undefined--
0.000003	542.1	1777.5	3302.6	3422.4	--undefined--
0.000003	566.7	1327.8	2303.7	3411.1	--undefined--
0.000002	543.0	1671.5	2350.4	3651.2	--undefined--
0.0000008	655.6	1749.1	3177.5	3631.3	--undefined--
0.00000003	1334.5	2856.0	2894.1	--undefined--	--undefined--
0.00000003	1044.8	2171.3	3095.3	--undefined--	--undefined--
0.00000003	1159.4	2037.1	3105.6	4104.1	--undefined--
0.00000003	1063.8	2006.4	3093.7	4973.1	--undefined--
0.00000003	1073.9	1891.1	2728.0	4392.7	--undefined--
0.00000003	1187.4	2324.2	3260.7	--undefined--	--undefined--
0.00000003	1115.2	2080.8	2994.4	4496.9	--undefined--
0.00000003	1054.9	2216.8	3333.2	3943.3	--undefined--
0.00000003	1193.6	2160.6	3250.3	--undefined--	--undefined--
0.00000003	1120.4	1824.7	2908.0	4386.7	--undefined--
0.00000003	1116.8	2186.1	2928.8	4674.2	--undefined--
0.00000003	1037.0	2048.9	2975.8	4484.1	--undefined--
0.00000003	1301.7	2375.3	3460.6	--undefined--	--undefined--
0.00000003	787.5	1993.4	2909.0	4211.5	--undefined--
0.00000003	1287.2	2416.9	3414.1	--undefined--	--undefined--
0.00000003	1166.4	2041.0	2982.8	--undefined--	--undefined--
0.00000002	893.8	2103.1	3092.3	4338.8	--undefined--
0.00000002	1056.4	2073.2	3136.9	--undefined--	--undefined--
0.00000002	1494.5	2801.5	3619.9	--undefined--	--undefined--
0.00000002	1209.5	1955.4	3084.0	3917.2	--undefined--
0.00000002	1317.8	2031.9	3256.8	4054.7	--undefined--
0.00000002	896.7	1963.8	3171.1	4397.8	--undefined--
0.00000002	1098.6	2119.3	3020.9	4388.1	--undefined--
0.00000002	1200.4	2101.4	3145.6	--undefined--	--undefined--
0.00000002	1114.4	2023.7	2808.4	4187.4	--undefined--
0.00000002	1069.3	1951.3	2796.4	4409.6	--undefined--
0.00000002	1161.6	2101.8	3058.1	3703.6	--undefined--
0.00000002	955.8	1963.9	2911.1	4423.0	--undefined--
0.00000002	1064.1	2166.6	2941.6	4284.2	--undefined--
0.00000002	1225.6	2025.8	2744.3	4156.5	--undefined--
0.00000002	1246.4	1901.0	2881.9	4519.0	--undefined--
0.00000002	1429.3	2402.1	3182.8	3584.5	--undefined--
0.00000002	1222.3	2185.5	2806.6	4230.4	--undefined--
0.00000002	1051.4	1995.6	3224.2	3858.9	--undefined--
0.00000002	1061.7	2033.8	2826.9	4419.2	--undefined--
0.00000001	940.0	2066.1	2934.9	4390.7	--undefined--
0.00000001	959.9	2155.0	2840.1	4149.6	--undefined--
0.00000001	1338.0	2059.1	3176.2	--undefined--	--undefined--
0.00000001	1248.7	2513.1	2924.0	--undefined--	--undefined--
0.00000001	936.6	1966.9	3062.5	4220.3	--undefined--
0.00000001	955.0	2009.3	2840.6	3959.3	--undefined--
0.00000001	1228.6	1875.3	2881.5	4188.7	--undefined--
0.00000001	1149.0	1843.1	2842.7	3903.7	--undefined--
0.00000001	1227.3	1936.3	2985.5	4143.4	--undefined--
0.00000001	1140.8	1666.8	2965.6	4067.9	--undefined--
0.00000001	1181.3	1742.3	2970.6	4207.5	--undefined--
0.00000001	1214.3	2071.2	2982.0	4694.3	--undefined--
0.000000009	1204.6	1940.8	3002.0	4122.9	--undefined--
0.000000009	1341.5	2270.8	3320.1	--undefined--	--undefined--
0.000000008	1326.4	2352.0	3155.2	--undefined--	--undefined--
0.000000008	1092.2	2045.2	2948.0	4096.4	--undefined--
0.000000007	1218.4	1937.9	3075.8	--undefined--	--undefined--
0.000000006	965.2	2088.1	2925.6	4128.8	--undefined--
0.000000006	918.8	1808.9	2895.3	4340.7	--undefined--
0.000000005	1031.9	2503.1	3111.7	3566.1	--undefined--
0.000000005	1159.7	2088.0	2876.8	4313.8	--undefined--
0.000000005	1530.7	2763.1	3638.4	--undefined--	--undefined--
0.0001	1684.5	2815.2	3837.3	--undefined--	--undefined--
0.0004	577.6	2017.5	2989.4	3659.0	5121.1
0.004	2128.2	2863.0	3943.6	4965.4	--undefined--
0.007	93.8	2003.9	2720.0	3398.0	4746.5
0.028	273.5	2005.5	2745.2	3174.0	4886.9
0.028	392.5	1988.3	2891.6	3348.7	5301.2
0.035	448.8	2062.2	2321.8	3221.8	4794.0
0.046	497.7	1335.0	2427.2	3244.5	4631.1
0.059	871.5	1071.1	2346.8	3250.6	4650.9
0.059	745.4	1269.9	2457.0	3430.9	--undefined--
0.078	728.4	1335.5	2220.3	3299.4	--undefined--
0.078	723.1	1304.7	2148.3	3327.8	5000.9
0.050	733.6	1281.4	2073.6	3172.0	--undefined--
0.039	765.5	1341.3	2091.2	3187.3	--undefined--
0.039	724.2	1193.6	2121.6	3453.0	--undefined--
0.056	704.0	1043.5	2253.4	3487.4	--undefined--
0.056	696.7	973.0	2614.9	3534.0	--undefined--
0.043	680.5	960.8	2782.6	3912.0	--undefined--
0.041	600.6	940.1	2859.6	3935.6	--undefined--
0.034	665.4	1017.2	3373.9	3922.2	--undefined--
0.042	590.7	964.9	2667.1	3746.1	5060.5
0.096	723.1	994.8	2885.4	4147.5	4900.1
0.109	884.4	1062.9	2876.9	3655.1	4927.1
0.109	923.9	1207.1	3129.3	3766.6	4698.0
0.111	925.1	1240.9	2937.2	3751.2	4299.4
0.118	962.0	1243.9	2930.1	3697.0	4275.7
0.276	1040.5	1139.8	2824.7	3595.3	4273.0
0.282	1080.7	1369.0	2846.2	3620.3	4191.8
0.282	1037.0	1389.7	2959.2	3647.9	4200.9
0.243	1026.8	1483.0	2999.1	3643.3	4157.6
0.279	1046.4	1612.2	2842.0	3594.5	4309.5
0.404	996.5	1678.6	2769.0	3596.6	4530.1
0.261	882.8	1895.8	2824.5	3503.9	4526.2
0.313	852.2	2154.2	2949.5	3635.8	4342.8
0.313	872.5	2160.3	2875.4	3562.4	4261.0
0.231	664.6	2220.8	2843.0	3709.8	4116.9
0.201	554.0	2520.7	2924.0	3869.5	3932.1
0.070	386.6	2239.3	2724.7	3564.1	4138.4
0.037	470.9	2299.3	2801.1	3586.1	4064.1
0.030	618.5	2193.7	2700.8	3727.2	4189.2
0.057	707.2	2080.6	2735.1	3551.8	4139.5
0.139	826.6	1855.0	2759.8	3312.0	4313.1
0.280	975.9	1816.2	2600.1	3273.3	4403.6
0.408	983.5	1929.6	2520.5	3241.3	4335.8
0.408	870.3	1781.3	2496.9	3308.5	4539.6
0.252	879.9	1829.9	2547.5	3088.5	4545.9
0.082	774.8	1747.8	2461.0	3181.1	4432.1
0.015	532.9	1675.5	2478.8	3377.8	4269.3
0.006	1201.7	2430.6	3323.1	4496.8	--undefined--
0.093	375.1	1826.5	2574.0	3403.4	4217.8
0.225	531.1	1985.4	2666.2	3506.1	4221.3
0.265	580.5	2020.4	2686.8	3563.4	3985.8
0.303	598.1	2048.0	2607.5	3576.2	3834.2
0.345	809.4	1915.7	2654.2	3715.1	3813.0
0.262	765.9	1778.2	2457.9	3618.9	4237.4
0.262	869.9	1606.1	2544.6	3757.4	4655.2
0.061	598.7	1595.0	2634.3	3754.7	--undefined--
0.033	877.2	1605.5	2602.9	3731.0	--undefined--
0.072	614.8	1699.6	2574.5	3774.1	5068.0
0.140	540.6	1829.7	2660.2	3810.8	4508.3
0.230	518.4	1978.9	2714.2	3799.0	4601.9
0.232	509.4	2008.2	2697.3	3800.6	4497.3
0.359	520.0	2069.4	2768.3	3796.3	4455.3
0.250	676.1	2138.7	2768.0	3770.8	4869.5
0.051	698.2	2234.6	2672.3	3865.1	5104.9
0.026	570.2	2203.1	3372.6	3982.1	--undefined--
0.033	239.4	2172.1	2958.4	3760.6	4857.4
0.040	357.9	2303.2	3434.9	3953.7	4729.7
0.043	385.4	2193.6	3382.8	3906.4	5089.4
0.113	485.5	2218.3	2847.4	3609.9	4801.7
0.151	523.5	2086.0	2732.4	3571.8	4686.3
0.151	505.2	2221.9	2739.9	3731.4	4299.6
0.216	636.0	2120.8	2749.0	3674.0	4401.8
0.154	571.3	2155.5	2654.0	3637.7	4383.9
0.196	369.1	2200.1	2645.1	3575.8	4308.8
0.041	477.5	2146.7	2807.4	3743.5	4839.3
0.004	514.4	2794.7	3635.2	3858.6	--undefined--
0.023	471.3	2084.7	3136.5	3843.2	4814.1
0.073	637.3	2869.5	3805.2	4623.1	--undefined--
0.092	815.5	2891.6	3701.8	4338.2	--undefined--
0.092	2846.4	3791.8	4551.9	--undefined--	--undefined--
0.027	663.9	2778.8	3713.5	4519.3	--undefined--
0.029	288.3	2876.3	3665.5	4663.8	--undefined--
0.006	300.7	2354.5	2649.4	3468.5	4542.1
0.012	322.9	2046.9	3097.0	3696.0	--undefined--
0.012	403.0	2148.2	3346.4	3588.2	--undefined--
0.092	485.4	2104.3	2415.8	3525.0	--undefined--
0.110	502.7	1944.6	2500.2	3385.1	5221.7
0.110	467.4	2047.8	2702.6	3424.2	--undefined--
0.070	438.5	1891.1	2674.6	3377.8	--undefined--
0.070	466.2	1906.0	2676.4	3295.2	--undefined--
0.034	520.5	1727.3	2271.1	3356.2	--undefined--
0.030	478.1	1532.4	2507.9	3321.7	4913.0
0.016	484.1	1359.1	2322.2	3355.8	4173.2
0.006	507.4	1357.3	2338.6	3340.0	4555.9
0.004	429.4	1165.9	2247.6	3319.0	5043.7
0.0006	330.0	1051.8	2236.9	3313.5	4788.0
0.0003	490.8	1351.7	2264.6	3287.7	4450.4
0.00008	750.8	2147.0	2904.9	3317.1	--undefined--
0.000010	988.7	2128.3	2930.1	3353.8	--undefined--
0.000003	519.8	2208.9	2306.7	3401.7	--undefined--
0.0000005	644.8	1958.7	3285.1	3535.4	--undefined--
0.0000002	500.9	2158.4	3284.1	3395.4	--undefined--
0.00000008	633.5	1532.4	2263.6	3325.9	--undefined--
0.00000005	666.9	1009.8	2314.6	3263.4	--undefined--
0.0000001	556.7	1574.8	2355.6	3406.3	--undefined--
0.0000003	615.1	1761.1	2397.5	3730.4	--undefined--
0.0000008	876.5	2023.4	2550.5	3879.4	--undefined--
0.0000008	663.5	2016.3	2519.8	3598.1	--undefined--
0.000002	1583.0	2081.3	3011.3	3660.5	--undefined--
0.000003	1703.0	1910.7	2744.7	3616.5	--undefined--
0.000001	1379.1	2025.4	3097.0	3881.3	--undefined--
0.000002	769.3	2049.5	2737.4	3763.4	--undefined--
0.000002	1326.3	2055.4	2930.1	3933.6	--undefined--
0.000004	1190.2	2108.0	2888.7	3878.0	--undefined--
0.0002	516.2	1671.2	2617.8	3650.6	--undefined--
0.023	311.2	2089.9	2947.5	3547.2	--undefined--
0.124	2068.4	2907.6	3335.8	4440.5	--undefined--
0.212	2049.5	2958.8	3766.1	--undefined--	--undefined--
0.297	1828.2	2069.3	3109.1	3862.1	--undefined--
0.254	1129.9	2167.2	3176.9	3421.2	--undefined--
0.304	581.1	1921.7	2367.2	3333.7	3796.3
0.312	817.7	1787.9	2346.4	3365.4	4005.7
0.325	993.0	1744.9	2384.0	3363.1	3957.2
0.350	853.8	1608.2	2439.5	3539.8	3745.7
0.269	888.3	1733.3	2640.9	3588.4	4358.3
0.294	964.0	1620.8	2630.1	3561.5	4918.5
0.270	945.9	1628.6	2739.3	3566.0	4945.1
0.293	915.8	2045.3	2813.7	3573.1	4526.4
0.291	920.7	1848.0	2798.5	3421.8	4362.4
0.150	750.4	1827.7	2269.0	3145.7	4477.5
0.084	743.0	1549.9	2535.8	3367.7	4430.2
0.010	615.5	1642.4	2777.8	3397.0	4430.8
0.006	792.0	1715.8	2519.4	3217.6	4431.3
0.003	771.8	1767.0	2578.7	3193.9	4469.3
0.001	678.4	1751.7	2741.9	3506.3	4589.2
0.0006	715.9	1694.5	2864.2	3800.2	--undefined--
0.0009	837.3	1564.3	3310.5	3728.1	--undefined--
0.009	819.2	1699.3	3394.1	4044.7	5186.0
0.024	817.7	2075.1	3389.5	4064.4	5145.8
0.047	959.2	2310.3	3426.8	4117.3	--undefined--
0.093	692.2	2137.5	3131.1	4442.0	--undefined--
0.072	710.4	1743.4	3255.6	3849.4	--undefined--
0.097	748.2	1849.5	3179.2	3776.3	--undefined--
0.176	760.9	1914.9	2580.8	3312.4	4704.3
0.244	782.7	1918.4	2565.0	3282.7	4984.6
0.211	768.7	1882.3	2459.3	3106.2	4611.7
0.134	765.7	1844.7	2310.0	3083.4	4575.3
0.144	767.3	1895.5	2403.3	3113.9	4603.6
0.155	770.7	1908.8	2505.8	3091.8	4600.9
0.127	769.6	1902.5	2510.3	3062.4	4655.3
0.098	767.6	1898.3	2565.9	3027.2	4645.2
0.080	757.4	1860.7	2282.6	3032.2	4669.4
0.093	767.3	1890.1	2335.5	3076.5	4649.5
0.118	760.3	1857.5	2568.3	3026.2	4645.9
0.328	773.2	1845.6	2601.1	3047.3	4877.3
0.391	762.6	1872.3	2629.6	3091.5	4964.8
0.391	767.2	1910.1	2637.1	3176.6	4851.0
0.347	759.1	1997.1	2589.1	3272.1	5090.7
0.284	741.5	1956.7	2501.4	3229.1	4709.4
0.084	957.5	2042.6	2563.0	3313.2	4597.1
0.083	638.0	1811.7	2576.3	3298.0	4417.8
0.066	640.7	1450.8	2528.7	3300.2	4370.1
0.626	706.2	2003.4	2509.9	3247.9	4453.5
0.617	651.5	2186.4	2673.1	3276.5	4790.9
0.207	556.0	2191.1	2826.9	3643.1	--undefined--
0.206	535.4	2184.8	2873.3	3777.3	--undefined--
0.283	564.0	2201.3	2853.5	2995.3	4638.9
0.283	611.4	2205.9	2853.4	3185.2	--undefined--
0.453	716.9	2175.0	2603.3	2923.0	4909.6
0.460	774.8	2033.4	2549.7	3000.6	4885.9
0.414	797.5	1842.1	2503.2	3114.1	4763.5
0.104	1217.6	2182.9	2963.9	3684.3	--undefined--
0.011	987.6	2152.3	2964.3	3556.2	--undefined--
0.011	1085.3	1925.9	2477.5	3050.1	4429.3
0.004	940.8	2188.6	2742.6	3289.5	--undefined--
0.003	710.8	1893.0	2556.4	3307.2	4391.9
0.0008	596.7	2065.0	2604.6	3217.9	4934.1
0.0002	592.4	1752.3	2968.1	3480.4	5042.9
0.009	712.9	1645.5	2784.2	3986.8	4941.7
0.010	355.4	1302.0	3198.5	4181.9	--undefined--
0.010	239.8	1030.3	3056.2	3346.2	4607.1
0.103	731.1	1560.1	3286.1	4291.7	--undefined--
0.178	909.4	1295.7	3218.8	4294.0	--undefined--
0.117	755.0	1186.9	2951.0	3384.0	4472.6
0.168	919.2	1147.3	2412.6	3214.1	4439.8
0.175	704.4	1132.3	2403.1	3207.7	4459.9
0.265	677.0	1163.5	2377.7	3229.7	4451.0
0.265	1162.0	2365.7	3270.6	3700.7	--undefined--
0.263	1151.2	2333.6	3172.3	4435.3	--undefined--
0.237	1149.3	2323.7	3253.2	5165.7	--undefined--
0.192	273.9	1143.3	2305.1	3328.2	--undefined--
0.192	1068.6	1342.0	2333.7	3276.7	4705.4
0.151	992.3	1441.4	2268.3	3103.8	4775.4
0.261	849.2	2008.6	2239.4	2998.0	4630.9
0.261	972.7	1530.5	2400.6	2932.8	4500.7
0.240	1097.7	2509.2	2538.8	4616.0	--undefined--
0.193	808.8	1675.2	2601.0	3096.7	4661.1
0.018	845.9	1562.9	2588.8	3054.3	4665.2
0.048	843.4	1989.9	2833.5	3904.4	4719.8
0.028	828.0	1861.0	2813.8	4021.7	--undefined--
0.053	1035.8	2274.5	3208.8	4208.8	--undefined--
0.082	1196.5	2108.6	3136.6	4102.6	--undefined--
0.162	1511.2	2744.2	3398.9	4206.3	--undefined--
0.564	697.2	1971.2	2712.1	3513.9	4131.7
0.360	652.0	2306.6	2898.8	3636.2	--undefined--
0.330	345.1	2275.4	2837.8	3600.5	4751.0
0.290	2241.6	2940.3	3615.9	--undefined--	--undefined--
0.273	2172.6	2795.1	3739.2	4693.9	--undefined--
0.273	203.8	2320.0	2690.0	3680.5	4772.7
0.135	239.3	2246.6	2891.1	3789.9	--undefined--
0.085	2133.0	2609.3	3999.4	5360.3	--undefined--
0.117	2000.9	2630.0	3940.0	5047.2	--undefined--
0.117	2439.3	3233.8	4197.5	5063.6	--undefined--
0.066	2302.3	3207.9	4290.6	5168.2	--undefined--
0.161	577.0	2439.7	3337.9	4197.4	5161.6
0.161	1656.4	2578.3	4116.1	4965.5	--undefined--
0.692	621.6	1980.7	2651.6	3588.4	--undefined--
0.692	883.7	1638.1	2513.6	3473.2	4560.9
0.325	893.6	1758.4	2582.4	3827.7	3990.5
0.240	918.6	1772.1	2602.1	3414.4	4583.6
0.110	964.9	1541.0	2887.9	3968.1	--undefined--
0.100	916.1	1472.7	2870.5	3956.3	--undefined--
0.176	973.2	1449.1	2764.7	3827.4	--undefined--
0.176	981.4	1396.9	2792.8	3822.9	--undefined--
0.187	1000.4	1311.1	2866.4	3636.5	5252.7
0.187	957.9	1472.9	2782.9	3739.4	--undefined--
0.107	925.7	1428.6	2991.5	3729.9	--undefined--
0.107	1031.5	1298.9	2941.0	3765.1	--undefined--
0.148	925.3	1347.9	2872.5	3746.4	5305.3
0.148	988.1	1326.4	2935.6	3740.8	--undefined--
0.122	927.6	1235.9	2845.5	3762.8	--undefined--
0.051	873.0	1256.3	2809.4	3724.9	--undefined--
0.051	833.0	1303.2	2805.8	3644.5	--undefined--
0.002	913.6	1220.7	2758.7	3591.5	--undefined--
0.0009	837.1	1292.2	2957.4	3599.9	--undefined--
0.0007	802.3	1240.6	2805.9	3634.4	--undefined--
0.0002	834.4	1315.5	2876.7	3635.9	--undefined--
0.00002	641.6	1174.4	2942.7	3532.7	--undefined--
0.000009	432.5	1238.1	2384.4	3179.6	--undefined--
0.000007	396.3	1067.9	2374.9	3141.0	--undefined--
0.000008	438.7	1028.7	3005.6	3299.2	--undefined--
0.000008	419.2	890.0	2902.9	3273.3	--undefined--
0.000006	358.1	923.8	2545.2	3249.9	--undefined--
0.00001	343.9	832.9	3057.8	3544.8	--undefined--
0.00001	767.2	2658.4	3546.6	--undefined--	--undefined--
0.00003	205.9	797.0	3077.4	4328.5	--undefined--
0.00003	428.7	827.3	2957.5	4161.1	--undefined--
0.00010	739.5	1507.2	2980.1	4040.5	--undefined--
0.0004	233.3	1243.2	3111.6	4034.9	--undefined--
0.006	480.4	1109.2	3352.8	3661.1	4477.1
0.076	582.1	1002.1	3076.8	3682.6	4569.6
0.158	611.3	1201.1	2961.1	3755.7	4524.2
0.186	806.9	1226.1	2865.9	3755.4	4183.2
0.266	874.4	1397.3	2684.4	3588.7	4082.5
0.612	1028.4	1601.5	2627.5	3486.2	3987.8
0.612	1107.7	1702.3	2548.9	3559.6	3776.1
0.663	948.1	1759.3	2528.5	3414.9	3912.5
0.663	1072.2	1816.2	2487.3	3343.9	3712.2
0.332	965.7	1868.9	2463.9	3268.3	3952.9
0.349	878.0	1952.4	2570.8	3562.4	4160.2
0.692	890.6	2245.7	2612.8	3939.7	4385.8
0.692	746.5	2581.3	3180.7	3969.1	4573.1
0.712	597.0	2503.0	2998.9	4176.5	4702.8
0.712	537.5	2520.5	2908.0	4185.8	4709.1
0.650	496.1	2562.6	3189.2	4176.0	4730.2
0.216	502.9	2354.2	3035.9	4214.8	4696.1
0.041	566.9	2137.7	3063.9	4128.5	4841.9
0.024	566.6	2122.0	4103.6	4700.0	--undefined--
0.039	494.1	2018.8	3621.9	4270.3	4883.3
0.048	580.6	2101.3	3713.6	4234.4	4886.4
0.048	551.9	2128.5	4278.1	4365.4	5010.0
0.015	706.9	2134.0	4263.4	4806.6	4995.0
0.016	690.7	2031.7	3990.4	4816.3	5102.6
0.016	587.0	1856.3	3868.9	4320.7	4990.4
0.005	668.2	2053.7	4285.8	5004.1	--undefined--
0.107	718.5	1801.1	3979.4	4550.1	5053.1
0.107	477.5	1797.4	3918.8	4131.4	4781.6
0.208	735.1	1535.5	3409.8	3986.2	4459.7
0.208	730.6	1464.9	2900.1	3950.8	4461.3
0.202	742.7	1479.1	2823.1	3716.3	4127.8
0.107	764.4	1288.7	2911.0	3741.2	4432.6
0.045	778.3	1195.1	2918.4	3616.5	4401.9
0.044	782.9	1315.4	3124.6	3637.3	4459.0
0.044	779.5	992.7	3195.0	3630.0	4554.0
0.024	630.1	845.3	3146.2	3725.9	4366.3
0.014	762.0	1182.9	3103.3	3795.4	4732.3
0.005	845.6	1387.7	2971.6	3718.5	5098.4
0.006	773.0	1348.1	2983.5	3761.4	5025.1
0.015	747.5	2348.9	4061.9	5017.1	--undefined--
0.039	766.3	2322.9	3866.5	4548.8	--undefined--
0.039	718.2	1937.1	3863.6	4406.0	--undefined--
0.004	501.4	1945.1	2670.6	4347.9	--undefined--
0.001	724.8	2163.1	4279.4	4997.7	--undefined--
0.001	743.6	2119.6	4077.3	4113.2	4830.2
0.001	638.5	2097.4	3892.7	4136.7	5036.2
0.002	598.5	2042.9	3468.3	4354.5	5117.3
0.002	635.4	2111.7	3849.8	4309.5	5058.5
0.003	756.7	2112.4	3874.1	4483.2	4989.5
0.003	568.9	2198.3	3697.5	4452.0	5116.2
0.003	249.6	2057.0	3902.1	4476.2	5053.8
0.003	619.1	2023.7	3762.7	4676.4	5092.8
0.00005	545.7	2025.0	4384.3	4824.9	--undefined--
0.006	618.9	1791.4	3685.4	4529.6	5002.2
0.164	479.0	2271.5	3579.5	4299.7	4591.6
0.408	590.7	2270.9	3845.6	4348.9	4482.1
0.512	603.2	2197.2	2814.7	3807.2	4367.7
0.544	645.5	2147.1	2628.3	3659.3	4290.2
0.605	725.2	2007.2	2648.4	3623.2	4104.7
0.425	755.9	1789.1	2235.1	3425.3	3834.8
0.318	770.7	1729.8	1933.0	3402.2	3902.3
0.175	758.4	1664.2	1968.4	3506.5	4052.1
0.154	687.3	1772.8	2125.4	3482.3	4110.6
0.203	659.6	1778.5	2168.1	3609.8	4539.8
0.145	766.5	1868.6	2277.2	3694.2	4606.2
0.120	683.4	1745.2	2132.6	3539.2	4545.8
0.009	746.0	1715.4	2182.4	3483.3	4591.6
0.009	739.4	1765.8	2140.3	3622.6	4553.9
0.003	705.1	1750.5	2195.7	3594.2	4604.1
0.003	691.7	1830.5	2174.0	3575.6	4528.1
0.004	671.9	1310.2	2149.9	3900.4	4744.4
0.016	661.4	1259.6	2835.8	3749.2	4623.6
0.041	629.0	1130.5	2942.6	3809.3	4719.3
0.041	601.4	1050.7	3141.8	3804.6	4778.8
0.014	728.3	1031.8	3203.6	3845.5	4810.8
0.014	646.1	946.3	3346.6	3895.0	4876.1
0.014	574.4	945.0	3279.0	3902.1	4969.3
0.012	679.3	924.1	3265.4	3855.7	5006.4
0.004	677.1	1007.8	3088.8	3831.1	4960.6
0.0008	674.0	835.2	2905.1	3704.6	4759.4
0.00008	653.0	1224.3	3130.2	3585.3	4952.6
0.00005	622.4	1711.5	3031.3	3841.9	4876.0
0.00004	722.5	2128.5	2876.9	3882.5	4856.0
0.00004	851.6	2440.0	3223.8	4652.2	4777.9
0.00004	755.9	1972.0	3805.2	4854.0	--undefined--
0.00004	1006.6	2110.8	3820.8	4772.7	--undefined--
0.0001	1040.7	1988.9	3798.7	4771.0	--undefined--
0.015	1054.6	2668.4	3243.9	4001.7	4727.4
0.015	2307.5	3344.2	4293.9	5131.6	--undefined--
0.027	256.3	2076.8	2267.5	4005.4	4823.6
0.019	252.1	1940.1	2488.7	3869.7	4862.7
0.012	268.5	2079.6	2539.6	3866.4	5113.5
0.008	261.5	2082.1	2637.5	3994.4	5315.2
